Group num: 0, TC(X;Y_j): 6.512
tsjernobyl kernramp, 0.005, 1.000, 0.005
grondleggers, 0.005, 1.000, 0.005
curie, 0.005, 1.000, 0.005
tovenaar profeet, 0.005, 1.000, 0.005
dark, 0.005, 1.000, 0.005
tournee, 0.005, 1.000, 0.005
reactor tsjernobyl, 0.005, 1.000, 0.005
reuze, 0.005, 1.000, 0.005
terugblikkend, 0.005, 1.000, 0.005
roesten, 0.005, 1.000, 0.005
geschilderde, 0.005, 1.000, 0.005
sandy 2012, 0.005, 1.000, 0.005
coördinator terrorismebestrijding, 0.005, 1.000, 0.005
achterkant, 0.005, 1.000, 0.005
pripjat, 0.005, 1.000, 0.005
millennium, 0.005, 1.000, 0.005
marie curie, 0.005, 1.000, 0.005
marokkaanse, 0.005, 1.000, 0.005
literair, 0.005, 1.000, 0.005
ongeduldig, 0.005, 1.000, 0.005
architectuur, 0.005, 1.000, 0.005
levenloze, 0.005, 1.000, 0.005
vliegtuigje, 0.005, 1.000, 0.005
ontplofte reactor, 0.005, 1.000, 0.005
beeldend, 0.005, 1.000, 0.005
after, 0.005, 1.000, 0.005
vervoering, 0.005, 1.000, 0.005
orkaan sandy, 0.005, 1.000, 0.005
wetmatigheid, 0.005, 1.000, 0.005
veroorzaakten, 0.005, 1.000, 0.005
beschrijvingen, 0.005, 1.000, 0.005
aerosolen, 0.005, 1.000, 0.005
jodium, 0.005, 1.000, 0.005
verlammende, 0.005, 1.000, 0.005
verdiepingen, 0.005, 1.000, 0.005
betreurd, 0.005, 1.000, 0.005
bevoorraad, 0.005, 1.000, 0.005
bevoorrecht, 0.005, 1.000, 0.005
intense, 0.005, 1.000, 0.005
miljoen gulden, 0.005, 1.000, 0.005
identiek, 0.005, 1.000, 0.005
doses, 0.005, 1.000, 0.005
geoefend, 0.005, 1.000, 0.005
aardverschuiving, 0.005, 1.000, 0.005
sterrenkundige, 0.005, 1.000, 0.005
epidemie, 0.005, 1.000, 0.005
straling fukushima, 0.005, 1.000, 0.005
engeland finland, 0.005, 1.000, 0.005
natuurrampen 2012, 0.005, 1.000, 0.005
122 miljard, 0.005, 1.000, 0.005
fax, 0.005, 1.000, 0.005
toenmalige, 0.005, 1.000, 0.005
roep, 0.005, 1.000, 0.005
evenwicht, 0.005, 1.000, 0.005
gebeurtenis, 0.005, 1.000, 0.005
kopte, 0.005, 1.000, 0.005
spul, 0.005, 1.000, 0.005
sloegen, 0.005, 1.000, 0.005
stopte, 0.005, 1.000, 0.005
bevinden, 0.005, 1.000, 0.005
oproepen, 0.005, 1.000, 0.005
auteurs, 0.005, 1.000, 0.005
opinie, 0.005, 1.000, 0.005
ernstiger, 0.005, 1.000, 0.005
misverstanden, 0.005, 1.000, 0.005
rationeel, 0.005, 1.000, 0.005
beleefde, 0.005, 1.000, 0.005
fris, 0.005, 1.000, 0.005
samengewerkt, 0.005, 1.000, 0.005
omslagpunt, 0.005, 1.000, 0.005
zweven, 0.005, 1.000, 0.005
acute, 0.005, 1.000, 0.005
vrijgekomen, 0.005, 1.000, 0.005
rails, 0.005, 1.000, 0.005
nieuwsgierig, 0.005, 1.000, 0.005
uitbreken, 0.005, 1.000, 0.005
wijde, 0.005, 1.000, 0.005
centra, 0.005, 1.000, 0.005
psychische, 0.005, 1.000, 0.005
overleefd, 0.005, 1.000, 0.005
gepolariseerd, 0.005, 1.000, 0.005
urenco almelo, 0.005, 1.000, 0.005
verreweg, 0.005, 1.000, 0.005
exclusief, 0.005, 1.000, 0.005
zeventien, 0.005, 1.000, 0.005
aangetoond, 0.005, 1.000, 0.005
materie, 0.005, 1.000, 0.005
uitvinding, 0.005, 1.000, 0.005
robots, 0.005, 1.000, 0.005
metingen, 0.005, 1.000, 0.005
mythe, 0.005, 1.000, 0.005
arbeidsplaatsen, 0.005, 1.000, 0.005
zinvol, 0.005, 1.000, 0.005
lastige, 0.005, 1.000, 0.005
constructie, 0.005, 1.000, 0.005
pech, 0.004, 1.000, 0.004
william, 0.004, 1.000, 0.004
geweigerd, 0.004, 1.000, 0.004
obstakel, 0.004, 1.000, 0.004
straal, 0.004, 1.000, 0.004
indrukwekkende, 0.004, 1.000, 0.004
schuiven, 0.004, 1.000, 0.004
1965, 0.004, 1.000, 0.004
stranden, 0.004, 1.000, 0.004
spuiten, 0.004, 1.000, 0.004
death, 0.004, 1.000, 0.004
verticale, 0.004, 1.000, 0.004
blinde vlek, 0.004, 1.000, 0.004
kwik, 0.004, 1.000, 0.004
gekaapt, 0.004, 1.000, 0.004
hot, 0.004, 1.000, 0.004
verwoesting, 0.004, 1.000, 0.004
19e, 0.004, 1.000, 0.004
architecten, 0.004, 1.000, 0.004
vernoemd, 0.004, 1.000, 0.004
wenden, 0.004, 1.000, 0.004
shellenberger, 0.004, 1.000, 0.004
sittard, 0.004, 1.000, 0.004
bunker, 0.004, 1.000, 0.004
ijskappen, 0.004, 1.000, 0.004
afgaan, 0.004, 1.000, 0.004
astronoom, 0.004, 1.000, 0.004
bijtende, 0.004, 1.000, 0.004
klimaat oké, 0.004, 1.000, 0.004
praatje, 0.004, 1.000, 0.004
spookstad, 0.004, 1.000, 0.004
arseen, 0.004, 1.000, 0.004
island tsjernobyl, 0.004, 1.000, 0.004
scène, 0.004, 1.000, 0.004
duidelijkste, 0.004, 1.000, 0.004
ongeval fukushima, 0.004, 1.000, 0.004
mat, 0.004, 1.000, 0.004
veteraan, 0.004, 1.000, 0.004
evacuaties, 0.004, 1.000, 0.004
fukushima aardbeving, 0.004, 1.000, 0.004
kous, 0.004, 1.000, 0.004
veiligheidscultuur, 0.004, 1.000, 0.004
joegoslavië, 0.004, 1.000, 0.004
wenselijke, 0.004, 1.000, 0.004
paars, 0.004, 1.000, 0.004
bommen, 0.004, 1.000, 0.004
berijder, 0.004, 1.000, 0.004
negatieve aspecten, 0.004, 1.000, 0.004
versies, 0.004, 1.000, 0.004
doodstraf, 0.004, 1.000, 0.004
interieur, 0.004, 1.000, 0.004
jersey, 0.004, 1.000, 0.004
mythen, 0.004, 1.000, 0.004
ernstige ongelukken, 0.004, 1.000, 0.004
orthodoxe, 0.004, 1.000, 0.004
opzettelijk, 0.004, 1.000, 0.004
venus, 0.004, 1.000, 0.004
ethici, 0.004, 1.000, 0.004
menselijk falen, 0.004, 1.000, 0.004
ontploffende, 0.004, 1.000, 0.004
windstille winterdagen, 0.004, 1.000, 0.004
romans, 0.004, 1.000, 0.004
boor, 0.004, 1.000, 0.004
angstaanjagend, 0.004, 1.000, 0.004
gletsjer, 0.004, 1.000, 0.004
nederig, 0.004, 1.000, 0.004
secretaresse, 0.004, 1.000, 0.004
tokyo electric, 0.004, 1.000, 0.004
deliberaties, 0.004, 1.000, 0.004
hoogleraar psychologie, 0.004, 1.000, 0.004
daiichi, 0.004, 1.000, 0.004
transportbedrijf, 0.004, 1.000, 0.004
uitgelachen, 0.004, 1.000, 0.004
weerbaarheid, 0.004, 1.000, 0.004
sijpelt, 0.004, 1.000, 0.004
zeldzamer, 0.004, 1.000, 0.004
norman, 0.004, 1.000, 0.004
mammoet, 0.004, 1.000, 0.004
hiërarchie, 0.004, 1.000, 0.004
manhattan, 0.004, 1.000, 0.004
ongelukken tsjernobyl, 0.004, 1.000, 0.004
shell exxon, 0.004, 1.000, 0.004
crisis crisis, 0.004, 1.000, 0.004
roeser hoogleraar, 0.004, 1.000, 0.004
hogescholen, 0.004, 1.000, 0.004
representeert, 0.004, 1.000, 0.004
eenzaamheid, 0.004, 1.000, 0.004
terugtrok klimaatakkoord, 0.004, 1.000, 0.004
seconde, 0.004, 1.000, 0.004
gerrit, 0.004, 1.000, 0.004
kernongeval, 0.004, 1.000, 0.004
eindig, 0.004, 1.000, 0.004
bleken, 0.004, 1.000, 0.004
experimentele, 0.004, 1.000, 0.004
opiniepagina, 0.004, 1.000, 0.004
neerslag, 0.004, 1.000, 0.004
handjevol, 0.004, 1.000, 0.004
gruwelijke, 0.004, 1.000, 0.004
tijger, 0.004, 1.000, 0.004
keurige, 0.004, 1.000, 0.004
vanzelfsprekende, 0.004, 1.000, 0.004
dusverre, 0.004, 1.000, 0.004
lezersredactie postbus, 0.004, 1.000, 0.004
lezersredactie, 0.004, 1.000, 0.004
land duurzame, 0.004, 1.000, 0.004
grof, 0.004, 1.000, 0.004
ongerepte, 0.004, 1.000, 0.004
philippe, 0.004, 1.000, 0.004
onlosmakelijk, 0.004, 1.000, 0.004
theoretische, 0.004, 1.000, 0.004
legitiem, 0.004, 1.000, 0.004
verzekerde, 0.004, 1.000, 0.004
marie, 0.004, 1.000, 0.004
vermeldt, 0.004, 1.000, 0.004
vlek, 0.004, 1.000, 0.004
relativeren, 0.004, 1.000, 0.004
terugblik, 0.004, 1.000, 0.004
maximaal 200, 0.004, 1.000, 0.004
geëist, 0.004, 1.000, 0.004
alarmbellen, 0.004, 1.000, 0.004
blootgesteld, 0.004, 1.000, 0.004
reactor fukushima, 0.004, 1.000, 0.004
electric, 0.004, 1.000, 0.004
levensgevaarlijk, 0.004, 1.000, 0.004
geavanceerde, 0.004, 1.000, 0.004
vertel, 0.004, 1.000, 0.004
lichte, 0.004, 1.000, 0.004
evenmin, 0.004, 1.000, 0.004
eng, 0.004, 1.000, 0.004
airbus, 0.004, 1.000, 0.004
passeren, 0.004, 1.000, 0.004
instabiele, 0.004, 1.000, 0.004
technologisch, 0.004, 1.000, 0.004
toegepast, 0.004, 1.000, 0.004
omarmen, 0.004, 1.000, 0.004
verbazen, 0.004, 1.000, 0.004
reëel, 0.004, 1.000, 0.004
krankzinnig, 0.004, 1.000, 0.004
plotselinge, 0.004, 1.000, 0.004
bindt, 0.004, 1.000, 0.004
domineren, 0.004, 1.000, 0.004
fel, 0.004, 1.000, 0.004
tepco, 0.004, 1.000, 0.004
stralingsdoden, 0.004, 1.000, 0.004
lekken, 0.004, 1.000, 0.004
verstoren, 0.004, 1.000, 0.004
dien, 0.004, 1.000, 0.004
voorraad uranium, 0.004, 1.000, 0.004
stuitte, 0.004, 1.000, 0.004
gids, 0.004, 1.000, 0.004
politieke maatschappelijke, 0.004, 1.000, 0.004
verwachtte, 0.004, 1.000, 0.004
verstopt, 0.004, 1.000, 0.004
explodeerde, 0.004, 1.000, 0.004
álles, 0.004, 1.000, 0.004
9000, 0.004, 1.000, 0.004
kleinschaligheid, 0.004, 1.000, 0.004
lord, 0.004, 1.000, 0.004
doorgeleerd, 0.004, 1.000, 0.004
gedurfd, 0.004, 1.000, 0.004
opkwam, 0.004, 1.000, 0.004
ruïnes, 0.004, 1.000, 0.004
tussenliggende, 0.004, 1.000, 0.004
fotografie, 0.004, 1.000, 0.004
tegenstrijdigheid, 0.004, 1.000, 0.004
nerveus, 0.004, 1.000, 0.004
volken, 0.004, 1.000, 0.004
misère, 0.004, 1.000, 0.004
ondiepe, 0.004, 1.000, 0.004
tragedie, 0.004, 1.000, 0.004
vriendinnen, 0.004, 1.000, 0.004
terugbetalen, 0.004, 1.000, 0.004
electric power, 0.004, 1.000, 0.004
oppervlak, 0.004, 1.000, 0.004
lab, 0.004, 1.000, 0.004
zwaartekracht, 0.004, 1.000, 0.004
bevrijden, 0.004, 1.000, 0.004
toegepaste, 0.004, 1.000, 0.004
inschatten, 0.004, 1.000, 0.004
vruchtbare, 0.004, 1.000, 0.004
droomt, 0.004, 1.000, 0.004
strikte, 0.004, 1.000, 0.004
kanttekeningen, 0.004, 1.000, 0.004
gerenommeerde, 0.004, 1.000, 0.004
echtpaar, 0.004, 1.000, 0.004
twijfelen, 0.004, 1.000, 0.004
utrechtse, 0.004, 1.000, 0.004
gecontroleerd, 0.004, 1.000, 0.004
controversieel, 0.004, 1.000, 0.004
olievelden, 0.003, 1.000, 0.003
toyota, 0.003, 1.000, 0.003
rondlopen, 0.003, 1.000, 0.003
zwaaien, 0.003, 1.000, 0.003
opgescheept, 0.003, 1.000, 0.003
vertrouw, 0.003, 1.000, 0.003
alaska, 0.003, 1.000, 0.003
bedenker, 0.003, 1.000, 0.003
afwegen, 0.003, 1.000, 0.003
antikernenergiebeweging, 0.003, 1.000, 0.003
geconstateerd, 0.003, 1.000, 0.003
villa, 0.003, 1.000, 0.003
boston, 0.003, 1.000, 0.003
stickers, 0.003, 1.000, 0.003
propaganda, 0.003, 1.000, 0.003
giftige stoffen, 0.003, 1.000, 0.003
westelijke, 0.003, 1.000, 0.003
destructieve, 0.003, 1.000, 0.003
achtte, 0.003, 1.000, 0.003
biosfeer, 0.003, 1.000, 0.003
zones, 0.003, 1.000, 0.003
energietekort, 0.003, 1.000, 0.003
doemverhalen, 0.003, 1.000, 0.003
united, 0.003, 1.000, 0.003
legendarische, 0.003, 1.000, 0.003
varieert, 0.003, 1.000, 0.003
norman borlaug, 0.003, 1.000, 0.003
omdát, 0.003, 1.000, 0.003
neuroloog, 0.003, 1.000, 0.003
nein, 0.003, 1.000, 0.003
william vogt, 0.003, 1.000, 0.003
wijde omtrek, 0.003, 1.000, 0.003
omarmden, 0.003, 1.000, 0.003
weerhoudt, 0.003, 1.000, 0.003
yorker, 0.003, 1.000, 0.003
wired, 0.003, 1.000, 0.003
stadjes, 0.003, 1.000, 0.003
vrachtschip, 0.003, 1.000, 0.003
prometheus, 0.003, 1.000, 0.003
psyche, 0.003, 1.000, 0.003
psychiater, 0.003, 1.000, 0.003
uri, 0.003, 1.000, 0.003
uitgeweken, 0.003, 1.000, 0.003
uitgeputte, 0.003, 1.000, 0.003
publicaties brieven, 0.003, 1.000, 0.003
queen, 0.003, 1.000, 0.003
radioactieve besmetting, 0.003, 1.000, 0.003
tsjernobyl nieuwste, 0.003, 1.000, 0.003
toenaam, 0.003, 1.000, 0.003
reactoren europa, 0.003, 1.000, 0.003
repertoire, 0.003, 1.000, 0.003
run, 0.003, 1.000, 0.003
röntgenfoto, 0.003, 1.000, 0.003
tellend, 0.003, 1.000, 0.003
schare, 0.003, 1.000, 0.003
technologie kernwapens, 0.003, 1.000, 0.003
symptoom, 0.003, 1.000, 0.003
sun, 0.003, 1.000, 0.003
substantie, 0.003, 1.000, 0.003
sendai, 0.003, 1.000, 0.003
sierra, 0.003, 1.000, 0.003
stralingsniveaus, 0.003, 1.000, 0.003
stralingseffecten, 0.003, 1.000, 0.003
smeergeld, 0.003, 1.000, 0.003
specifieke ramp, 0.003, 1.000, 0.003
stephen hawking, 0.003, 1.000, 0.003
statisticus, 0.003, 1.000, 0.003
priester, 0.003, 1.000, 0.003
omstanders, 0.003, 1.000, 0.003
power company, 0.003, 1.000, 0.003
positiviteit, 0.003, 1.000, 0.003
voortvloeiende, 0.003, 1.000, 0.003
voorovergebogen, 0.003, 1.000, 0.003
onderzoeksjournalist, 0.003, 1.000, 0.003
voordeden, 0.003, 1.000, 0.003
onethisch, 0.003, 1.000, 0.003
ongeduld, 0.003, 1.000, 0.003
volslagen, 0.003, 1.000, 0.003
vogt, 0.003, 1.000, 0.003
ontdekkingsreiziger, 0.003, 1.000, 0.003
vlek blinde, 0.003, 1.000, 0.003
vleeseters, 0.003, 1.000, 0.003
ontploffing tsjernobyl, 0.003, 1.000, 0.003
vijftiger, 0.003, 1.000, 0.003
vijandelijke, 0.003, 1.000, 0.003
vieze europa, 0.003, 1.000, 0.003
verwoeste, 0.003, 1.000, 0.003
vertroebeld, 0.003, 1.000, 0.003
vert, 0.003, 1.000, 0.003
overdenkt, 0.003, 1.000, 0.003
versneller, 0.003, 1.000, 0.003
verschrikkingen, 0.003, 1.000, 0.003
verraden, 0.003, 1.000, 0.003
pamfletten, 0.003, 1.000, 0.003
verheerlijking, 0.003, 1.000, 0.003
perfectie, 0.003, 1.000, 0.003
verbroken, 0.003, 1.000, 0.003
piano, 0.003, 1.000, 0.003
piekerde, 0.003, 1.000, 0.003
politicologen, 0.003, 1.000, 0.003
veilige centrales, 0.003, 1.000, 0.003
100 150, 0.003, 1.000, 0.003
luik tihange, 0.003, 1.000, 0.003
cern europese, 0.003, 1.000, 0.003
astrofysicus, 0.003, 1.000, 0.003
inheemse volkeren, 0.003, 1.000, 0.003
atoombommen hiroshima, 0.003, 1.000, 0.003
individualisering, 0.003, 1.000, 0.003
impact landschap, 0.003, 1.000, 0.003
attenboroughs, 0.003, 1.000, 0.003
dampen, 0.003, 1.000, 0.003
adressen, 0.003, 1.000, 0.003
death environmentalism, 0.003, 1.000, 0.003
ethicus, 0.003, 1.000, 0.003
euro 500, 0.003, 1.000, 0.003
hinderlijk, 0.003, 1.000, 0.003
duikers, 0.003, 1.000, 0.003
hawking, 0.003, 1.000, 0.003
hawaï, 0.003, 1.000, 0.003
loskoppelen, 0.003, 1.000, 0.003
achtervolgd, 0.003, 1.000, 0.003
hambach, 0.003, 1.000, 0.003
crisis ramp, 0.003, 1.000, 0.003
groeide groeide, 0.003, 1.000, 0.003
achterhoudt, 0.003, 1.000, 0.003
installeert, 0.003, 1.000, 0.003
dakloos, 0.003, 1.000, 0.003
intenser, 0.003, 1.000, 0.003
afscherming, 0.003, 1.000, 0.003
klimaatverandering bedreiging, 0.003, 1.000, 0.003
craig, 0.003, 1.000, 0.003
confronteert, 0.003, 1.000, 0.003
concurrerende leefbare, 0.003, 1.000, 0.003
keuringen, 0.003, 1.000, 0.003
co2 investeren, 0.003, 1.000, 0.003
alomtegenwoordige, 0.003, 1.000, 0.003
daaruit voortvloeiende, 0.003, 1.000, 0.003
clinch, 0.003, 1.000, 0.003
altruïstische, 0.003, 1.000, 0.003
louterend, 0.003, 1.000, 0.003
kantoorgebouw, 0.003, 1.000, 0.003
kankergevallen, 0.003, 1.000, 0.003
annex, 0.003, 1.000, 0.003
agency epa, 0.003, 1.000, 0.003
centrales uranium, 0.003, 1.000, 0.003
kosten elektriciteit, 0.003, 1.000, 0.003
environmentalism, 0.003, 1.000, 0.003
lagen beton, 0.003, 1.000, 0.003
inwoners werkten, 0.003, 1.000, 0.003
dystopische, 0.003, 1.000, 0.003
landbouwgewassen, 0.003, 1.000, 0.003
kankers, 0.003, 1.000, 0.003
grijze windstille, 0.003, 1.000, 0.003
groeit verzet, 0.003, 1.000, 0.003
natuurkrachten, 0.003, 1.000, 0.003
mensheid leiders, 0.003, 1.000, 0.003
detecteren, 0.003, 1.000, 0.003
beton staal, 0.003, 1.000, 0.003
gemarkeerd, 0.003, 1.000, 0.003
microsievert, 0.003, 1.000, 0.003
milieuramp, 0.003, 1.000, 0.003
millisievert straling, 0.003, 1.000, 0.003
mindset, 0.003, 1.000, 0.003
dog, 0.003, 1.000, 0.003
filmde, 0.003, 1.000, 0.003
1979 tsjernobyl, 0.003, 1.000, 0.003
geigerteller, 0.003, 1.000, 0.003
dodelijker, 0.003, 1.000, 0.003
gedachtenoefening, 0.003, 1.000, 0.003
163, 0.003, 1.000, 0.003
geallieerde, 0.003, 1.000, 0.003
blinde vlekken, 0.003, 1.000, 0.003
fukushima daiichi, 0.003, 1.000, 0.003
nap, 0.003, 1.000, 0.003
dieselgeneratoren, 0.003, 1.000, 0.003
moestuin, 0.003, 1.000, 0.003
besten, 0.003, 1.000, 0.003
klimaatverandering duitsland, 0.003, 1.000, 0.003
aarzelde, 0.003, 1.000, 0.003
maastricht luik, 0.003, 1.000, 0.003
bekeek, 0.003, 1.000, 0.003
evolutionair, 0.003, 1.000, 0.003
achtergrondstraling, 0.003, 1.000, 0.003
massieve, 0.003, 1.000, 0.003
evenwicht rijke, 0.003, 1.000, 0.003
behuizing, 0.003, 1.000, 0.003
glundert, 0.003, 1.000, 0.003
aanvraag ingediend, 0.003, 1.000, 0.003
meegeven, 0.003, 1.000, 0.003
mann tovenaar, 0.003, 1.000, 0.003
bomb, 0.003, 1.000, 0.003
borlaug, 0.003, 1.000, 0.003
18de, 0.003, 1.000, 0.003
redenering, 0.003, 1.000, 0.003
put, 0.003, 1.000, 0.003
bevestiging, 0.003, 1.000, 0.003
overduidelijk, 0.003, 1.000, 0.003
letten, 0.003, 1.000, 0.003
blokkades, 0.003, 1.000, 0.003
scherper, 0.003, 1.000, 0.003
lek, 0.003, 1.000, 0.003
perfecte, 0.003, 1.000, 0.003
uitgesteld, 0.003, 1.000, 0.003
review, 0.003, 1.000, 0.003
exemplaar, 0.003, 1.000, 0.003
doorgronden, 0.003, 1.000, 0.003
omringd, 0.003, 1.000, 0.003
schatten, 0.003, 1.000, 0.003
plaatsgevonden, 0.003, 1.000, 0.003
statistisch, 0.003, 1.000, 0.003
nigeria, 0.003, 1.000, 0.003
tim, 0.003, 1.000, 0.003
ontworpen, 0.003, 1.000, 0.003
uitzonderlijk, 0.003, 1.000, 0.003
fukushima tsunami, 0.003, 1.000, 0.003
verpakt, 0.003, 1.000, 0.003
immens, 0.003, 1.000, 0.003
schrikt, 0.003, 1.000, 0.003
heftiger, 0.003, 1.000, 0.003
abe, 0.003, 1.000, 0.003
beseften, 0.003, 1.000, 0.003
retorisch, 0.003, 1.000, 0.003
grappen, 0.003, 1.000, 0.003
alan, 0.003, 1.000, 0.003
fascinerende, 0.003, 1.000, 0.003
arkel, 0.003, 1.000, 0.003
euro graphic, 0.003, 1.000, 0.003
documentairemaker, 0.003, 1.000, 0.003
chernobyl, 0.003, 1.000, 0.003
herinnerd, 0.003, 1.000, 0.003
voltrok, 0.003, 1.000, 0.003
zaaltje, 0.003, 1.000, 0.003
onderaardse, 0.003, 1.000, 0.003
waarschijnlijke, 0.003, 1.000, 0.003
kansberekening, 0.003, 1.000, 0.003
overlevenden, 0.003, 1.000, 0.003
verpakte, 0.003, 1.000, 0.003
belastingtarieven, 0.003, 1.000, 0.003
ervaar, 0.003, 1.000, 0.003
beving, 0.003, 1.000, 0.003
opgepikt, 0.003, 1.000, 0.003
huisdier, 0.003, 1.000, 0.003
staat politieke, 0.003, 1.000, 0.003
vijftigduizend, 0.003, 1.000, 0.003
afgebeeld, 0.003, 1.000, 0.003
jaarvergadering, 0.003, 1.000, 0.003
stralend, 0.003, 1.000, 0.003
hoogtijdagen, 0.003, 1.000, 0.003
behoeften, 0.003, 1.000, 0.003
haring, 0.003, 1.000, 0.003
ongestoord, 0.003, 1.000, 0.003
bezwijken, 0.003, 1.000, 0.003
koninklijk instituut, 0.003, 1.000, 0.003
balkon, 0.003, 1.000, 0.003
riem, 0.003, 1.000, 0.003
margriet, 0.003, 1.000, 0.003
veiligheidsnormen, 0.003, 1.000, 0.003
beëindigd, 0.003, 1.000, 0.003
maurice, 0.003, 1.000, 0.003
aanklacht, 0.003, 1.000, 0.003
geconcentreerd, 0.003, 1.000, 0.003
jonas, 0.003, 1.000, 0.003
latere generaties, 0.003, 1.000, 0.003
winkelen, 0.003, 1.000, 0.003
geplaagd, 0.003, 1.000, 0.003
actiever, 0.003, 1.000, 0.003
feller, 0.003, 1.000, 0.003
doorlopend, 0.003, 1.000, 0.003
agency, 0.003, 1.000, 0.003
korea, 0.003, 1.000, 0.003
oppakken, 0.003, 1.000, 0.003
horizontaal, 0.003, 1.000, 0.003
agressief, 0.003, 1.000, 0.003
verrichten, 0.003, 1.000, 0.003
gedolven, 0.003, 1.000, 0.003
denkbeeldig, 0.003, 1.000, 0.003
vijfentwintig, 0.003, 1.000, 0.003
beschrijving, 0.003, 1.000, 0.003
walvissen, 0.003, 1.000, 0.003
overmaat, 0.003, 1.000, 0.003
lens, 0.003, 1.000, 0.003
contreien, 0.003, 1.000, 0.003
metaal, 0.003, 1.000, 0.003
lichamelijke, 0.003, 1.000, 0.003
ongeloof, 0.003, 1.000, 0.003
dertigduizend, 0.003, 1.000, 0.003
stage, 0.003, 1.000, 0.003
uraniumverrijker, 0.003, 1.000, 0.003
uitdrukt, 0.003, 1.000, 0.003
beproefd, 0.003, 1.000, 0.003
weergegeven, 0.003, 1.000, 0.003
180, 0.003, 1.000, 0.003
afgezet, 0.003, 1.000, 0.003
gratie, 0.003, 1.000, 0.003
nasleep, 0.003, 1.000, 0.003
beleeft, 0.003, 1.000, 0.003
allereerste, 0.003, 1.000, 0.003
beschadigde, 0.003, 1.000, 0.003
gezondheidseffecten, 0.003, 1.000, 0.003
aanraking, 0.003, 1.000, 0.003
opgeschroefd, 0.003, 1.000, 0.003
opzij, 0.003, 1.000, 0.003
geur, 0.003, 1.000, 0.003
opgevoed, 0.003, 1.000, 0.003
randje, 0.003, 1.000, 0.003
nalaten, 0.003, 1.000, 0.003
risicovolle, 0.003, 1.000, 0.003
activiteit, 0.002, 1.000, 0.002
bevatten, 0.002, 1.000, 0.002
gevoelige, 0.002, 1.000, 0.002
sabotage, 0.002, 1.000, 0.002
vernieling, 0.002, 1.000, 0.002
kelder, 0.002, 1.000, 0.002
onbewust, 0.002, 1.000, 0.002
bar, 0.002, 1.000, 0.002
uitrekenen, 0.002, 1.000, 0.002
beschadigd, 0.002, 1.000, 0.002
weerstaan, 0.002, 1.000, 0.002
kankerverwekkend, 0.002, 1.000, 0.002
associatie, 0.002, 1.000, 0.002
anne, 0.002, 1.000, 0.002
veelbesproken, 0.002, 1.000, 0.002
onbevangen, 0.002, 1.000, 0.002
geschikte locaties, 0.002, 1.000, 0.002
angstige, 0.002, 1.000, 0.002
joep, 0.002, 1.000, 0.002
bedwingen, 0.002, 1.000, 0.002
verdreven, 0.002, 1.000, 0.002
terugkeert, 0.002, 1.000, 0.002
achterhalen, 0.002, 1.000, 0.002
heuse, 0.002, 1.000, 0.002
wanhoop, 0.002, 1.000, 0.002
generatie generatie, 0.002, 1.000, 0.002
benoemt, 0.002, 1.000, 0.002
bevingen, 0.002, 1.000, 0.002
onderhevig, 0.002, 1.000, 0.002
musea, 0.002, 1.000, 0.002
instabiel, 0.002, 1.000, 0.002
openen, 0.002, 1.000, 0.002
schrijnend, 0.002, 1.000, 0.002
ernaast, 0.002, 1.000, 0.002
riante, 0.002, 1.000, 0.002
onbekend, 0.002, 1.000, 0.002
invloeden, 0.002, 1.000, 0.002
pal, 0.002, 1.000, 0.002
koelsysteem, 0.002, 1.000, 0.002
tsjernobyl oekraïne, 0.002, 1.000, 0.002
land fossiele, 0.002, 1.000, 0.002
ongevaarlijk, 0.002, 1.000, 0.002
esa, 0.002, 1.000, 0.002
instructies, 0.002, 1.000, 0.002
vertaalde, 0.002, 1.000, 0.002
kolenwinning, 0.002, 1.000, 0.002
series, 0.002, 1.000, 0.002
goliath, 0.002, 1.000, 0.002
euro notes, 0.002, 1.000, 0.002
aansprakelijk, 0.002, 1.000, 0.002
economie technologie, 0.002, 1.000, 0.002
speculaties, 0.002, 1.000, 0.002
elders staat, 0.002, 1.000, 0.002
verhitte discussies, 0.002, 1.000, 0.002
gediscrimineerd, 0.002, 1.000, 0.002
spinazie, 0.002, 1.000, 0.002
geloosd, 0.002, 1.000, 0.002
lessen getrokken, 0.002, 1.000, 0.002
voordeed, 0.002, 1.000, 0.002
leukemie, 0.002, 1.000, 0.002
huizinge, 0.002, 1.000, 0.002
sterkt, 0.002, 1.000, 0.002
raadgever, 0.002, 1.000, 0.002
dichtgooien, 0.002, 1.000, 0.002
irrationaliteit, 0.002, 1.000, 0.002
weggezakt, 0.002, 1.000, 0.002
aantreffen, 0.002, 1.000, 0.002
tentoonstellingen, 0.002, 1.000, 0.002
lovend, 0.002, 1.000, 0.002
vervlogen, 0.002, 1.000, 0.002
doorloopt, 0.002, 1.000, 0.002
recente ontwikkelingen, 0.002, 1.000, 0.002
atoomafval, 0.002, 1.000, 0.002
traumatische, 0.002, 1.000, 0.002
vervagen, 0.002, 1.000, 0.002
uitputten, 0.002, 1.000, 0.002
onherstelbaar, 0.002, 1.000, 0.002
stralingsgevaar, 0.002, 1.000, 0.002
manchester, 0.002, 1.000, 0.002
europa continent, 0.002, 1.000, 0.002
1938, 0.002, 1.000, 0.002
zienswijze, 0.002, 1.000, 0.002
analyseren, 0.002, 1.000, 0.002
opgaan, 0.002, 1.000, 0.002
